location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations
Afghanistan,AFG,2021-02-22,0,0,0,0
Afghanistan,AFG,2021-02-23,0,0,0,1367
Afghanistan,AFG,2021-02-24,0,0,0,1367
Afghanistan,AFG,2021-02-25,0,0,0,1367
Afghanistan,AFG,2021-02-26,0,0,0,1367
Afghanistan,AFG,2021-02-27,0,0,0,1367
Afghanistan,AFG,2021-02-28,8200,8200,0,1367
Afghanistan,AFG,2021-03-01,0,0,0,1580
Afghanistan,AFG,2021-03-02,0,0,0,1794
Afghanistan,AFG,2021-03-03,0,0,0,2008
Afghanistan,AFG,2021-03-04,0,0,0,2221
Afghanistan,AFG,2021-03-05,0,0,0,2435
Afghanistan,AFG,2021-03-06,0,0,0,2649
Afghanistan,AFG,2021-03-07,0,0,0,2862
Afghanistan,AFG,2021-03-08,0,0,0,2862
Afghanistan,AFG,2021-03-09,0,0,0,2862
Afghanistan,AFG,2021-03-10,0,0,0,2862
Afghanistan,AFG,2021-03-11,0,0,0,2862
Afghanistan,AFG,2021-03-12,0,0,0,2862
Afghanistan,AFG,2021-03-13,0,0,0,2862
Afghanistan,AFG,2021-03-14,0,0,0,2862
Afghanistan,AFG,2021-03-15,0,0,0,2862
Afghanistan,AFG,2021-03-16,54000,54000,0,2862
Afghanistan,AFG,2021-03-17,0,0,0,2882
Afghanistan,AFG,2021-03-18,0,0,0,2902
Afghanistan,AFG,2021-03-19,0,0,0,2921
Afghanistan,AFG,2021-03-20,0,0,0,2941
Afghanistan,AFG,2021-03-21,0,0,0,2961
Afghanistan,AFG,2021-03-22,0,0,0,2980
Afghanistan,AFG,2021-03-23,0,0,0,3000
Afghanistan,AFG,2021-03-24,0,0,0,3000
Afghanistan,AFG,2021-03-25,0,0,0,3000
Afghanistan,AFG,2021-03-26,0,0,0,3000
Afghanistan,AFG,2021-03-27,0,0,0,3000
Afghanistan,AFG,2021-03-28,0,0,0,3000
Afghanistan,AFG,2021-03-29,0,0,0,3000
Afghanistan,AFG,2021-03-30,0,0,0,3000
Afghanistan,AFG,2021-03-31,0,0,0,3000
Afghanistan,AFG,2021-04-01,0,0,0,3000
Afghanistan,AFG,2021-04-02,0,0,0,3000
Afghanistan,AFG,2021-04-03,0,0,0,3000
Afghanistan,AFG,2021-04-04,0,0,0,3000
Afghanistan,AFG,2021-04-05,0,0,0,3000
Afghanistan,AFG,2021-04-06,0,0,0,3000
Afghanistan,AFG,2021-04-07,120000,120000,0,3000
Afghanistan,AFG,2021-04-08,0,0,0,3714
Afghanistan,AFG,2021-04-09,0,0,0,4429
Afghanistan,AFG,2021-04-10,0,0,0,5143
Afghanistan,AFG,2021-04-11,0,0,0,5857
Afghanistan,AFG,2021-04-12,0,0,0,6571
Afghanistan,AFG,2021-04-13,0,0,0,7286
Afghanistan,AFG,2021-04-14,0,0,0,8000
Afghanistan,AFG,2021-04-15,0,0,0,8000
Afghanistan,AFG,2021-04-16,0,0,0,8000
Afghanistan,AFG,2021-04-17,0,0,0,8000
Afghanistan,AFG,2021-04-18,0,0,0,8000
Afghanistan,AFG,2021-04-19,0,0,0,8000
Afghanistan,AFG,2021-04-20,0,0,0,8000
Afghanistan,AFG,2021-04-21,0,0,0,8000
Afghanistan,AFG,2021-04-22,240000,240000,0,8000
Africa,OWID_AFR,2021-01-09,0,0,0,0
Africa,OWID_AFR,2021-01-10,0,0,0,500
Africa,OWID_AFR,2021-01-11,0,0,0,500
Africa,OWID_AFR,2021-01-12,0,0,0,500
Africa,OWID_AFR,2021-01-13,2000,2000,0,500
Africa,OWID_AFR,2021-01-14,0,0,0,600
Africa,OWID_AFR,2021-01-15,4000,4000,0,667
Africa,OWID_AFR,2021-01-16,7000,7000,0,1000
Africa,OWID_AFR,2021-01-17,0,0,0,1118
Africa,OWID_AFR,2021-01-18,0,0,0,1236
Africa,OWID_AFR,2021-01-19,10976,10976,0,1354
Africa,OWID_AFR,2021-01-20,13163,13163,0,1595
Africa,OWID_AFR,2021-01-21,0,0,0,1718
Africa,OWID_AFR,2021-01-22,16890,16890,0,1841
Africa,OWID_AFR,2021-01-23,18353,18353,0,1622
Africa,OWID_AFR,2021-01-24,18353,18353,0,1433
Africa,OWID_AFR,2021-01-25,19889,19889,0,1463
Africa,OWID_AFR,2021-01-26,22712,22712,0,1677
Africa,OWID_AFR,2021-01-27,25587,25587,0,1775
Africa,OWID_AFR,2021-01-28,28779,28779,0,1965
Africa,OWID_AFR,2021-01-29,30861,30861,0,1996
Africa,OWID_AFR,2021-01-30,122206,32176,0,14836
Africa,OWID_AFR,2021-01-31,158206,32176,0,19979
Africa,OWID_AFR,2021-02-01,236712,36601,0,30975
Africa,OWID_AFR,2021-02-02,295127,37806,0,38916
Africa,OWID_AFR,2021-02-03,347149,38716,5,45937
Africa,OWID_AFR,2021-02-04,390474,38716,5,51671
Africa,OWID_AFR,2021-02-05,446986,38716,5,59446
Africa,OWID_AFR,2021-02-06,504800,39218,1586,54656
Africa,OWID_AFR,2021-02-07,0,0,0,55849
Africa,OWID_AFR,2021-02-08,593502,39343,3980,50970
Africa,OWID_AFR,2021-02-09,661263,39352,6700,52305
Africa,OWID_AFR,2021-02-10,795836,39355,10335,64098
Africa,OWID_AFR,2021-02-11,908796,39581,13867,74046
Africa,OWID_AFR,2021-02-12,1165581,39581,13867,102656
Africa,OWID_AFR,2021-02-13,1446178,43428,14181,134483
Africa,OWID_AFR,2021-02-14,0,0,0,151062
Africa,OWID_AFR,2021-02-15,1766999,43437,16441,167642
Africa,OWID_AFR,2021-02-16,1965819,43444,18176,186365
Africa,OWID_AFR,2021-02-17,2147659,47104,19512,193118
Africa,OWID_AFR,2021-02-18,2303964,50146,22925,199310
Africa,OWID_AFR,2021-02-19,2513999,2412533,32990,192631
Africa,OWID_AFR,2021-02-20,2616931,2506856,45489,167250
Africa,OWID_AFR,2021-02-21,2622421,2512346,50463,145119
Africa,OWID_AFR,2021-02-22,2745898,2625632,68325,139843
Africa,OWID_AFR,2021-02-23,2854362,2724750,86927,126935
Africa,OWID_AFR,2021-02-24,3153546,3017856,102499,143698
Africa,OWID_AFR,2021-02-25,3434869,3292724,119792,161558
Africa,OWID_AFR,2021-02-26,3677524,3482568,183604,166218
Africa,OWID_AFR,2021-02-27,3866267,3605812,252758,178477
Africa,OWID_AFR,2021-02-28,3873994,3613539,255982,178796
Africa,OWID_AFR,2021-03-01,4091848,3759638,330257,192279
Africa,OWID_AFR,2021-03-02,4252773,3859686,394124,199773
Africa,OWID_AFR,2021-03-03,4424168,3963877,468861,181517
Africa,OWID_AFR,2021-03-04,4570159,4057507,529681,162184
Africa,OWID_AFR,2021-03-05,4808230,4208668,624742,161529
Africa,OWID_AFR,2021-03-06,5013197,4334635,705135,163847
Africa,OWID_AFR,2021-03-07,5053898,4375336,705135,168558
Africa,OWID_AFR,2021-03-08,5402174,4649256,779759,187189
Africa,OWID_AFR,2021-03-09,5542597,4723917,850734,184261
Africa,OWID_AFR,2021-03-10,5882799,4926631,1010055,208376
Africa,OWID_AFR,2021-03-11,6071207,4997092,1137129,214435
Africa,OWID_AFR,2021-03-12,6381226,5054231,1397210,224714
Africa,OWID_AFR,2021-03-13,6784874,5211100,1644318,253097
Africa,OWID_AFR,2021-03-14,6801397,5227623,1644318,249643
Africa,OWID_AFR,2021-03-15,7194432,5324518,1942667,256037
Africa,OWID_AFR,2021-03-16,7429911,5365673,2146524,269616
Africa,OWID_AFR,2021-03-17,7631610,5412287,2312736,249830
Africa,OWID_AFR,2021-03-18,7819050,5599476,2321849,249692
Africa,OWID_AFR,2021-03-19,8101883,5671305,2563824,245808
Africa,OWID_AFR,2021-03-20,8194242,5692632,2634856,201338
Africa,OWID_AFR,2021-03-21,8215790,5714180,2634856,202056
Africa,OWID_AFR,2021-03-22,8338031,5742779,2728498,163371
Africa,OWID_AFR,2021-03-23,8484254,5816994,2820695,150620
Africa,OWID_AFR,2021-03-24,9420365,6497947,3089404,255536
Africa,OWID_AFR,2021-03-25,9707955,6557623,3329639,269844
Africa,OWID_AFR,2021-03-26,9976483,6663052,3503611,267800
Africa,OWID_AFR,2021-03-27,10302320,6886943,3606160,301154
Africa,OWID_AFR,2021-03-28,10561169,7143129,3608823,335054
Africa,OWID_AFR,2021-03-29,10774084,7229895,3743032,348008
Africa,OWID_AFR,2021-03-30,10970869,7311247,3870507,355231
Africa,OWID_AFR,2021-03-31,11474901,7668733,3995046,293505
Africa,OWID_AFR,2021-04-01,11728478,7825046,4097534,288646
Africa,OWID_AFR,2021-04-02,11882242,7902029,4174315,272251
Africa,OWID_AFR,2021-04-03,12017481,7985573,4226010,245023
Africa,OWID_AFR,2021-04-04,12081433,8055695,4226286,217181
Africa,OWID_AFR,2021-04-05,12234935,8150843,4285887,208693
Africa,OWID_AFR,2021-04-06,12574235,8446072,4333471,229052
Africa,OWID_AFR,2021-04-07,12959457,8764091,4399275,212079
Africa,OWID_AFR,2021-04-08,13696926,9034710,4443029,281207
Africa,OWID_AFR,2021-04-09,13852001,9161918,4477590,281394
Africa,OWID_AFR,2021-04-10,14019958,9291308,4516913,286068
Africa,OWID_AFR,2021-04-11,14169676,9426723,4531216,298320
Africa,OWID_AFR,2021-04-12,14279208,9537753,4533116,292039
Africa,OWID_AFR,2021-04-13,14370176,9618712,4545961,256563
Africa,OWID_AFR,2021-04-14,14730589,9966612,4558689,253019
Africa,OWID_AFR,2021-04-15,14865238,10065288,4587573,166902
Africa,OWID_AFR,2021-04-16,15093474,10280248,4600849,177353
Africa,OWID_AFR,2021-04-17,15391967,10571610,4607980,196001
Africa,OWID_AFR,2021-04-18,15981867,11139230,4630260,258884
Africa,OWID_AFR,2021-04-19,16206708,11345710,4648621,275357
Africa,OWID_AFR,2021-04-20,16378751,11502469,4663905,286939
Africa,OWID_AFR,2021-04-21,16581401,11688941,4680083,264402
Africa,OWID_AFR,2021-04-22,16688604,11777967,4698260,260481
Africa,OWID_AFR,2021-04-23,16872249,11940858,4719014,254111
Africa,OWID_AFR,2021-04-24,16932378,11991832,4728169,220059
Africa,OWID_AFR,2021-04-25,17000413,12050336,4737700,145507
Africa,OWID_AFR,2021-04-26,17047882,12091056,4744449,120168
Albania,ALB,2021-01-10,0,0,0,0
Albania,ALB,2021-01-11,0,0,0,64
Albania,ALB,2021-01-12,128,128,0,64
Albania,ALB,2021-01-13,188,188,0,63
Albania,ALB,2021-01-14,266,266,0,66
Albania,ALB,2021-01-15,308,308,0,62
Albania,ALB,2021-01-16,369,369,0,62
Albania,ALB,2021-01-17,405,405,0,58
Albania,ALB,2021-01-18,447,447,0,55
Albania,ALB,2021-01-19,483,483,0,51
Albania,ALB,2021-01-20,519,519,0,47
Albania,ALB,2021-01-21,549,549,0,40
Albania,ALB,2021-01-22,0,0,0,34
Albania,ALB,2021-01-23,0,0,0,26
Albania,ALB,2021-01-24,0,0,0,21
Albania,ALB,2021-01-25,0,0,0,15
Albania,ALB,2021-01-26,0,0,0,9
Albania,ALB,2021-01-27,0,0,0,4
Albania,ALB,2021-01-28,0,0,0,0
Albania,ALB,2021-01-29,0,0,0,0
Albania,ALB,2021-01-30,0,0,0,0
Albania,ALB,2021-01-31,0,0,0,0
Albania,ALB,2021-02-01,0,0,0,0
Albania,ALB,2021-02-02,550,549,1,0
Albania,ALB,2021-02-03,0,0,0,12
Albania,ALB,2021-02-04,0,0,0,24
Albania,ALB,2021-02-05,0,0,0,35
Albania,ALB,2021-02-06,0,0,0,47
Albania,ALB,2021-02-07,0,0,0,59
Albania,ALB,2021-02-08,0,0,0,71
Albania,ALB,2021-02-09,1127,689,438,82
Albania,ALB,2021-02-10,0,0,0,81
Albania,ALB,2021-02-11,0,0,0,79
Albania,ALB,2021-02-12,0,0,0,78
Albania,ALB,2021-02-13,0,0,0,76
Albania,ALB,2021-02-14,0,0,0,75
Albania,ALB,2021-02-15,0,0,0,73
Albania,ALB,2021-02-16,0,0,0,72
Albania,ALB,2021-02-17,1701,1090,611,72
Albania,ALB,2021-02-18,3049,2438,611,254
Albania,ALB,2021-02-19,4177,0,0,405
Albania,ALB,2021-02-20,0,0,0,516
Albania,ALB,2021-02-21,0,0,0,627
Albania,ALB,2021-02-22,6728,6073,655,739
Albania,ALB,2021-02-23,0,0,0,891
Albania,ALB,2021-02-24,0,0,0,1043
Albania,ALB,2021-02-25,10135,0,0,1012
Albania,ALB,2021-02-26,0,0,0,1000
Albania,ALB,2021-02-27,0,0,0,1027
Albania,ALB,2021-02-28,0,0,0,1054
Albania,ALB,2021-03-01,14295,0,0,1081
Albania,ALB,2021-03-02,0,0,0,1026
Albania,ALB,2021-03-03,15793,0,0,971
Albania,ALB,2021-03-04,0,0,0,927
Albania,ALB,2021-03-05,0,0,0,897
Albania,ALB,2021-03-06,0,0,0,867
Albania,ALB,2021-03-07,0,0,0,838
Albania,ALB,2021-03-08,0,0,0,808
Albania,ALB,2021-03-09,0,0,0,820
Albania,ALB,2021-03-10,21613,0,0,831
Albania,ALB,2021-03-11,0,0,0,857
Albania,ALB,2021-03-12,23635,0,0,883
Albania,ALB,2021-03-13,0,0,0,1042
Albania,ALB,2021-03-14,0,0,0,1201
Albania,ALB,2021-03-15,0,0,0,1361
Albania,ALB,2021-03-16,0,0,0,1520
Albania,ALB,2021-03-17,33369,0,0,1679
Albania,ALB,2021-03-18,0,0,0,1960
Albania,ALB,2021-03-19,0,0,0,2240
Albania,ALB,2021-03-20,0,0,0,2386
Albania,ALB,2021-03-21,0,0,0,2533
Albania,ALB,2021-03-22,48229,0,0,2679
Albania,ALB,2021-03-23,51690,0,0,2895
Albania,ALB,2021-03-24,53992,0,0,2946
Albania,ALB,2021-03-25,59348,0,0,3287
Albania,ALB,2021-03-26,62248,0,0,3276
Albania,ALB,2021-03-27,64075,0,0,3113
Albania,ALB,2021-03-28,78000,0,0,4678
Albania,ALB,2021-03-29,0,0,0,7204
Albania,ALB,2021-03-30,119321,0,0,9662
Albania,ALB,2021-03-31,138846,0,0,12122
Albania,ALB,2021-04-01,155463,0,0,13731
Albania,ALB,2021-04-02,172486,0,0,15748
Albania,ALB,2021-04-03,185496,0,0,17346
Albania,ALB,2021-04-04,192882,0,0,16412
Albania,ALB,2021-04-05,206708,0,0,15435
Albania,ALB,2021-04-06,221588,0,0,14610
Albania,ALB,2021-04-07,232379,0,0,13362
Albania,ALB,2021-04-08,242542,0,0,12440
Albania,ALB,2021-04-09,250676,0,0,11170
Albania,ALB,2021-04-10,256810,0,0,10188
Albania,ALB,2021-04-11,0,0,0,9898
Albania,ALB,2021-04-12,267531,0,0,8689
Albania,ALB,2021-04-13,281216,0,0,8518
Albania,ALB,2021-04-14,0,0,0,8639
Albania,ALB,2021-04-15,304488,0,0,8849
Albania,ALB,2021-04-16,314622,0,0,9135
Albania,ALB,2021-04-17,324840,0,0,9719
Albania,ALB,2021-04-18,332905,0,0,10105
Albania,ALB,2021-04-19,345934,0,0,11200
Albania,ALB,2021-04-20,350000,0,0,9826
Albania,ALB,2021-04-21,372075,0,0,11318
Albania,ALB,2021-04-22,382998,0,0,11216
Albania,ALB,2021-04-23,391351,0,0,10961
Albania,ALB,2021-04-24,400064,0,0,10746
Algeria,DZA,2021-01-29,0,0,0,0
Algeria,DZA,2021-01-30,30,0,0,30
Algeria,DZA,2021-01-31,0,0,0,1889
Algeria,DZA,2021-02-01,0,0,0,2509
Algeria,DZA,2021-02-02,0,0,0,2819
Algeria,DZA,2021-02-03,0,0,0,3005
Algeria,DZA,2021-02-04,0,0,0,3129
Algeria,DZA,2021-02-05,0,0,0,3217
Algeria,DZA,2021-02-06,0,0,0,3748
Algeria,DZA,2021-02-07,0,0,0,3748
Algeria,DZA,2021-02-08,0,0,0,3748
Algeria,DZA,2021-02-09,0,0,0,3748
Algeria,DZA,2021-02-10,0,0,0,3748
Algeria,DZA,2021-02-11,0,0,0,3748
Algeria,DZA,2021-02-12,0,0,0,3748
Algeria,DZA,2021-02-13,0,0,0,3748
Algeria,DZA,2021-02-14,0,0,0,3748
Algeria,DZA,2021-02-15,0,0,0,3748
Algeria,DZA,2021-02-16,0,0,0,3748
Algeria,DZA,2021-02-17,0,0,0,3748
Algeria,DZA,2021-02-18,0,0,0,3748
Algeria,DZA,2021-02-19,75000,0,0,3748
Andorra,AND,2021-01-25,576,576,0,0
Andorra,AND,2021-01-26,0,0,0,66
Andorra,AND,2021-01-27,0,0,0,66
Andorra,AND,2021-01-28,0,0,0,66
Andorra,AND,2021-01-29,0,0,0,66
Andorra,AND,2021-01-30,0,0,0,66
Andorra,AND,2021-01-31,0,0,0,66
Andorra,AND,2021-02-01,1036,1036,0,66
Andorra,AND,2021-02-02,0,0,0,60
Andorra,AND,2021-02-03,0,0,0,55
Andorra,AND,2021-02-04,0,0,0,50
Andorra,AND,2021-02-05,0,0,0,44
Andorra,AND,2021-02-06,0,0,0,39
Andorra,AND,2021-02-07,0,0,0,34
Andorra,AND,2021-02-08,0,0,0,28
Andorra,AND,2021-02-09,0,0,0,28
Andorra,AND,2021-02-10,1291,1291,0,28
Andorra,AND,2021-02-11,0,0,0,48
Andorra,AND,2021-02-12,1622,1622,0,68
Andorra,AND,2021-02-13,0,0,0,74
Andorra,AND,2021-02-14,0,0,0,81
Andorra,AND,2021-02-15,0,0,0,87
Andorra,AND,2021-02-16,0,0,0,94
Andorra,AND,2021-02-17,0,0,0,100
Andorra,AND,2021-02-18,0,0,0,87
Andorra,AND,2021-02-19,2141,2141,0,74
Andorra,AND,2021-02-20,0,0,0,71
Andorra,AND,2021-02-21,0,0,0,67
Andorra,AND,2021-02-22,0,0,0,64
Andorra,AND,2021-02-23,0,0,0,60
Andorra,AND,2021-02-24,2390,2390,0,57
Andorra,AND,2021-02-25,0,0,0,56
Andorra,AND,2021-02-26,2526,0,0,55
Andorra,AND,2021-02-27,0,0,0,63
Andorra,AND,2021-02-28,0,0,0,72
Andorra,AND,2021-03-01,0,0,0,80
Andorra,AND,2021-03-02,0,0,0,89
Andorra,AND,2021-03-03,0,0,0,97
Andorra,AND,2021-03-04,0,0,0,103
Andorra,AND,2021-03-05,0,0,0,108
Andorra,AND,2021-03-06,0,0,0,108
Andorra,AND,2021-03-07,0,0,0,108
Andorra,AND,2021-03-08,3611,2439,1172,108
Andorra,AND,2021-03-09,0,0,0,186
Andorra,AND,2021-03-10,4914,3650,1264,264
Andorra,AND,2021-03-11,0,0,0,347
Andorra,AND,2021-03-12,0,0,0,430
Andorra,AND,2021-03-13,0,0,0,513
Andorra,AND,2021-03-14,0,0,0,596
Andorra,AND,2021-03-15,8363,7098,1265,679
Andorra,AND,2021-03-16,0,0,0,619
Andorra,AND,2021-03-17,0,0,0,559
Andorra,AND,2021-03-18,0,0,0,493
Andorra,AND,2021-03-19,9288,0,0,428
Andorra,AND,2021-03-20,0,0,0,357
Andorra,AND,2021-03-21,0,0,0,287
Andorra,AND,2021-03-22,0,0,0,217
Andorra,AND,2021-03-23,0,0,0,212
Andorra,AND,2021-03-24,0,0,0,207
Andorra,AND,2021-03-25,0,0,0,202
Andorra,AND,2021-03-26,0,0,0,197
Andorra,AND,2021-03-27,0,0,0,197
Andorra,AND,2021-03-28,0,0,0,197
Andorra,AND,2021-03-29,0,0,0,197
Andorra,AND,2021-03-30,0,0,0,197
Andorra,AND,2021-03-31,0,0,0,197
Andorra,AND,2021-04-01,0,0,0,197
Andorra,AND,2021-04-02,0,0,0,197
Andorra,AND,2021-04-03,0,0,0,197
Andorra,AND,2021-04-04,12440,0,0,197
Andorra,AND,2021-04-05,15269,9781,4484,573
Andorra,AND,2021-04-06,0,0,0,588
Andorra,AND,2021-04-07,0,0,0,603
Andorra,AND,2021-04-08,0,0,0,619
Andorra,AND,2021-04-09,0,0,0,634
Andorra,AND,2021-04-10,0,0,0,649
Andorra,AND,2021-04-11,17091,0,0,664
Andorra,AND,2021-04-12,19064,0,0,542
Andorra,AND,2021-04-13,0,0,0,649
Andorra,AND,2021-04-14,0,0,0,755
Andorra,AND,2021-04-15,0,0,0,862
Andorra,AND,2021-04-16,0,0,0,969
Andorra,AND,2021-04-17,0,0,0,1075
Andorra,AND,2021-04-18,0,0,0,1182
Andorra,AND,2021-04-19,26414,21733,4681,1050
Angola,AGO,2021-03-01,0,0,0,0
Angola,AGO,2021-03-02,0,0,0,881
Angola,AGO,2021-03-03,0,0,0,881
Angola,AGO,2021-03-04,0,0,0,881
Angola,AGO,2021-03-05,0,0,0,881
Angola,AGO,2021-03-06,0,0,0,881
Angola,AGO,2021-03-07,0,0,0,881
Angola,AGO,2021-03-08,6169,6169,0,881
Angola,AGO,2021-03-09,0,0,0,1367
Angola,AGO,2021-03-10,0,0,0,1853
Angola,AGO,2021-03-11,0,0,0,2339
Angola,AGO,2021-03-12,0,0,0,2825
Angola,AGO,2021-03-13,0,0,0,3311
Angola,AGO,2021-03-14,0,0,0,3797
Angola,AGO,2021-03-15,0,0,0,4283
Angola,AGO,2021-03-16,0,0,0,4283
Angola,AGO,2021-03-17,0,0,0,4283
Angola,AGO,2021-03-18,49000,49000,0,4283
Angola,AGO,2021-03-19,0,0,0,4577
Angola,AGO,2021-03-20,0,0,0,4870
Angola,AGO,2021-03-21,0,0,0,5163
Angola,AGO,2021-03-22,0,0,0,5457
Angola,AGO,2021-03-23,0,0,0,5750
Angola,AGO,2021-03-24,87022,87022,0,6044
Angola,AGO,2021-03-25,0,0,0,6681
Angola,AGO,2021-03-26,0,0,0,7025
Angola,AGO,2021-03-27,0,0,0,7369
Angola,AGO,2021-03-28,0,0,0,7713
Angola,AGO,2021-03-29,130750,130750,0,8057
Angola,AGO,2021-03-30,0,0,0,8060
Angola,AGO,2021-03-31,0,0,0,8062
Angola,AGO,2021-04-01,0,0,0,7720
Angola,AGO,2021-04-02,0,0,0,7379
Angola,AGO,2021-04-03,0,0,0,7037
Angola,AGO,2021-04-04,0,0,0,6695
Angola,AGO,2021-04-05,0,0,0,6354
Angola,AGO,2021-04-06,181578,181578,0,6354
Angola,AGO,2021-04-07,0,0,0,7271
Angola,AGO,2021-04-08,0,0,0,8188
Angola,AGO,2021-04-09,0,0,0,9105
Angola,AGO,2021-04-10,0,0,0,10022
Angola,AGO,2021-04-11,245442,245442,0,10939
Angola,AGO,2021-04-12,0,0,0,12710
Angola,AGO,2021-04-13,0,0,0,14481
Angola,AGO,2021-04-14,0,0,0,15335
Angola,AGO,2021-04-15,0,0,0,16189
Angola,AGO,2021-04-16,0,0,0,17043
Angola,AGO,2021-04-17,0,0,0,17897
Angola,AGO,2021-04-18,0,0,0,18751
Angola,AGO,2021-04-19,395447,395447,0,18751
Angola,AGO,2021-04-20,0,0,0,18247
Angola,AGO,2021-04-21,0,0,0,17743
Angola,AGO,2021-04-22,0,0,0,17240
Angola,AGO,2021-04-23,456349,456349,0,16736
Anguilla,AIA,2021-02-04,0,0,0,0
Anguilla,AIA,2021-02-05,0,0,0,149
Anguilla,AIA,2021-02-06,0,0,0,149
Anguilla,AIA,2021-02-07,0,0,0,149
Anguilla,AIA,2021-02-08,0,0,0,149
Anguilla,AIA,2021-02-09,0,0,0,149
Anguilla,AIA,2021-02-10,0,0,0,149
Anguilla,AIA,2021-02-11,0,0,0,149
Anguilla,AIA,2021-02-12,0,0,0,149
Anguilla,AIA,2021-02-13,1341,1341,0,149
Anguilla,AIA,2021-02-14,2762,2762,0,331
Anguilla,AIA,2021-02-15,0,0,0,323
Anguilla,AIA,2021-02-16,0,0,0,316
Anguilla,AIA,2021-02-17,0,0,0,309
Anguilla,AIA,2021-02-18,0,0,0,301
Anguilla,AIA,2021-02-19,0,0,0,294
Anguilla,AIA,2021-02-20,0,0,0,286
Anguilla,AIA,2021-02-21,0,0,0,97
Anguilla,AIA,2021-02-22,0,0,0,97
Anguilla,AIA,2021-02-23,0,0,0,97
Anguilla,AIA,2021-02-24,0,0,0,97
Anguilla,AIA,2021-02-25,0,0,0,97
Anguilla,AIA,2021-02-26,3929,3929,0,97
Anguilla,AIA,2021-02-27,0,0,0,93
Anguilla,AIA,2021-02-28,0,0,0,89
Anguilla,AIA,2021-03-01,0,0,0,86
Anguilla,AIA,2021-03-02,0,0,0,82
Anguilla,AIA,2021-03-03,0,0,0,78
Anguilla,AIA,2021-03-04,0,0,0,74
Anguilla,AIA,2021-03-05,0,0,0,70
Anguilla,AIA,2021-03-06,0,0,0,70
Anguilla,AIA,2021-03-07,0,0,0,70
Anguilla,AIA,2021-03-08,0,0,0,70
Anguilla,AIA,2021-03-09,4700,4700,0,70
Anguilla,AIA,2021-03-10,0,0,0,71
Anguilla,AIA,2021-03-11,0,0,0,71
Anguilla,AIA,2021-03-12,0,0,0,72
Anguilla,AIA,2021-03-13,5000,5000,0,73
Anguilla,AIA,2021-03-14,0,0,0,71
Anguilla,AIA,2021-03-15,0,0,0,69
Anguilla,AIA,2021-03-16,0,0,0,68
Anguilla,AIA,2021-03-17,0,0,0,65
Anguilla,AIA,2021-03-18,0,0,0,63
Anguilla,AIA,2021-03-19,5348,5348,0,60
Anguilla,AIA,2021-03-20,0,0,0,53
Anguilla,AIA,2021-03-21,0,0,0,47
Anguilla,AIA,2021-03-22,0,0,0,42
Anguilla,AIA,2021-03-23,0,0,0,36
Anguilla,AIA,2021-03-24,0,0,0,31
Anguilla,AIA,2021-03-25,0,0,0,26
Anguilla,AIA,2021-03-26,0,0,0,20
Anguilla,AIA,2021-03-27,0,0,0,20
Anguilla,AIA,2021-03-28,0,0,0,20
Anguilla,AIA,2021-03-29,0,0,0,20
Anguilla,AIA,2021-03-30,0,0,0,20
Anguilla,AIA,2021-03-31,0,0,0,20
Anguilla,AIA,2021-04-01,0,0,0,20
Anguilla,AIA,2021-04-02,0,0,0,20
Anguilla,AIA,2021-04-03,0,0,0,20
Anguilla,AIA,2021-04-04,0,0,0,20
Anguilla,AIA,2021-04-05,0,0,0,20
Anguilla,AIA,2021-04-06,0,0,0,20
Anguilla,AIA,2021-04-07,0,0,0,20
Anguilla,AIA,2021-04-08,0,0,0,20
Anguilla,AIA,2021-04-09,0,0,0,20
Anguilla,AIA,2021-04-10,0,0,0,20
Anguilla,AIA,2021-04-11,0,0,0,20
Anguilla,AIA,2021-04-12,5835,5835,0,20
Anguilla,AIA,2021-04-13,0,0,0,33
Anguilla,AIA,2021-04-14,0,0,0,45
Anguilla,AIA,2021-04-15,0,0,0,57
Anguilla,AIA,2021-04-16,0,0,0,69
Anguilla,AIA,2021-04-17,0,0,0,82
Anguilla,AIA,2021-04-18,0,0,0,94
Anguilla,AIA,2021-04-19,0,0,0,106
Anguilla,AIA,2021-04-20,0,0,0,106
Anguilla,AIA,2021-04-21,0,0,0,106
Anguilla,AIA,2021-04-22,6898,6115,783,106
Antigua and Barbuda,ATG,2021-02-16,0,0,0,0
Antigua and Barbuda,ATG,2021-02-17,0,0,0,895
Antigua and Barbuda,ATG,2021-02-18,0,0,0,895
Antigua and Barbuda,ATG,2021-02-19,0,0,0,895
Antigua and Barbuda,ATG,2021-02-20,0,0,0,895
Antigua and Barbuda,ATG,2021-02-21,0,0,0,895
Antigua and Barbuda,ATG,2021-02-22,0,0,0,895
Antigua and Barbuda,ATG,2021-02-23,0,0,0,895
Antigua and Barbuda,ATG,2021-02-24,0,0,0,895
Antigua and Barbuda,ATG,2021-02-25,0,0,0,895
Antigua and Barbuda,ATG,2021-02-26,0,0,0,895
Antigua and Barbuda,ATG,2021-02-27,0,0,0,895
Antigua and Barbuda,ATG,2021-02-28,0,0,0,895
Antigua and Barbuda,ATG,2021-03-01,0,0,0,895
Antigua and Barbuda,ATG,2021-03-02,0,0,0,895
Antigua and Barbuda,ATG,2021-03-03,0,0,0,895
Antigua and Barbuda,ATG,2021-03-04,0,0,0,895
